Name,Origine,Destinazione,Total_Minu,Total_Mete
96027 - 28060,96027.0,28060.0,165.79,312641.8
96028 - 28060,96028.0,28060.0,186.97,338365.96
96029 - 28060,96029.0,28060.0,176.57,323893.98
96030 - 28060,96030.0,28060.0,181.44,337403.58
96031 - 28060,96031.0,28060.0,167.44,318266.03
97017 - 28060,97017.0,28060.0,141.05,246056.76
97018 - 28060,97018.0,28060.0,162.84,271397.64
97019 - 28060,97019.0,28060.0,138.19,245640.67
97020 - 28060,97020.0,28060.0,126.75,234089.25
97021 - 28060,97021.0,28060.0,143.37,261640.71
97022 - 28060,97022.0,28060.0,145.57,264050.96
97023 - 28060,97023.0,28060.0,172.45,294557.58
97024 - 28060,97024.0,28060.0,134.72,226126.92
97025 - 28060,97025.0,28060.0,171.88,290894.76
97026 - 28060,97026.0,28060.0,138.39,254449.46
97027 - 28060,97027.0,28060.0,172.26,291239.67
97028 - 28060,97028.0,28060.0,138.77,244927.46
97029 - 28060,97029.0,28060.0,162.25,270945.25
97030 - 28060,97030.0,28060.0,166.01,286417.12
97031 - 28060,97031.0,28060.0,140.32,250189.63
97032 - 28060,97032.0,28060.0,168.21,288233.31
97033 - 28060,97033.0,28060.0,144.3,253614.0
97034 - 28060,97034.0,28060.0,133.16,223252.25
97035 - 28060,97035.0,28060.0,178.24,295691.84
97036 - 28060,97036.0,28060.0,134.43,226128.93
97037 - 28060,97037.0,28060.0,139.92,256334.78
97038 - 28060,97038.0,28060.0,131.22,223527.78
97039 - 28060,97039.0,28060.0,126.93,218300.58
97040 - 28060,97040.0,28060.0,165.3,274712.58
97041 - 28060,97041.0,28060.0,171.47,291636.72
97042 - 28060,97042.0,28060.0,147.3,256817.65
97043 - 28060,97043.0,28060.0,163.65,272750.73
97044 - 28060,97044.0,28060.0,124.27,230428.73
97045 - 28060,97045.0,28060.0,146.51,256504.0
97046 - 28060,97046.0,28060.0,156.96,267790.09
97047 - 28060,97047.0,28060.0,171.58,290819.2
93019 - 28060,93019.0,28060.0,83.56,137877.44
93020 - 28060,93020.0,28060.0,87.14,136139.16
1182 - 28060,1182.0,28060.0,191.1,359319.8
1183 - 28060,1183.0,28060.0,202.25,380396.76
1184 - 28060,1184.0,28060.0,231.15,435139.8
1185 - 28060,1185.0,28060.0,181.25,350480.15
1186 - 28060,1186.0,28060.0,240.12,443533.98
1187 - 28060,1187.0,28060.0,197.95,368553.75
1188 - 28060,1188.0,28060.0,216.47,398787.86
1189 - 28060,1189.0,28060.0,196.92,379039.58
1190 - 28060,1190.0,28060.0,228.56,432294.54
1191 - 28060,1191.0,28060.0,217.1,417300.95
6175 - 28060,6175.0,28060.0,183.97,344429.5
6176 - 28060,6176.0,28060.0,183.54,343991.64
5089 - 28060,5089.0,28060.0,178.98,337450.94
6174 - 28060,6174.0,28060.0,156.99,297613.11
3060 - 28060,3060.0,28060.0,158.34,288282.18
3062 - 28060,3062.0,28060.0,154.35,292388.86
3065 - 28060,3065.0,28060.0,159.84,298148.78
3066 - 28060,3066.0,28060.0,159.23,304084.89
4004 - 28060,4004.0,28060.0,211.98,391493.21
4005 - 28060,4005.0,28060.0,241.85,453132.2
4006 - 28060,4006.0,28060.0,292.71,492363.12
4007 - 28060,4007.0,28060.0,216.9,394430.55
4008 - 28060,4008.0,28060.0,233.69,447815.09
4009 - 28060,4009.0,28060.0,231.31,432010.41
4148 - 28060,4148.0,28060.0,197.29,372663.86
4149 - 28060,4149.0,28060.0,202.89,377899.7
4150 - 28060,4150.0,28060.0,230.33,411173.36
4151 - 28060,4151.0,28060.0,230.96,448794.85
5116 - 28060,5116.0,28060.0,187.66,355861.08
5117 - 28060,5117.0,28060.0,190.52,360025.49
5118 - 28060,5118.0,28060.0,191.59,371215.13
5065 - 28060,5065.0,28060.0,184.07,341476.17
5066 - 28060,5066.0,28060.0,188.87,348749.6
5067 - 28060,5067.0,28060.0,188.43,358045.74
5068 - 28060,5068.0,28060.0,203.17,366220.06
5069 - 28060,5069.0,28060.0,192.14,355541.61
6068 - 28060,6068.0,28060.0,171.47,330756.84
6069 - 28060,6069.0,28060.0,182.18,344817.85
6070 - 28060,6070.0,28060.0,172.65,321858.15
6071 - 28060,6071.0,28060.0,173.97,330815.52
6072 - 28060,6072.0,28060.0,184.25,340024.58
6073 - 28060,6073.0,28060.0,177.77,337018.15
6074 - 28060,6074.0,28060.0,170.74,317673.15
6075 - 28060,6075.0,28060.0,166.81,313868.01
6076 - 28060,6076.0,28060.0,175.75,329225.27
14036 - 28060,14036.0,28060.0,222.66,349931.67
14037 - 28060,14037.0,28060.0,251.23,348442.11
14038 - 28060,14038.0,28060.0,190.34,280407.35
14039 - 28060,14039.0,28060.0,181.02,305205.74
14040 - 28060,14040.0,28060.0,193.21,285028.36
6177 - 28060,6177.0,28060.0,173.54,327465.32
10042 - 28060,10042.0,28060.0,204.78,383661.69
10043 - 28060,10043.0,28060.0,197.85,374658.68
10044 - 28060,10044.0,28060.0,206.48,389060.74
10045 - 28060,10045.0,28060.0,211.53,379141.88
10046 - 28060,10046.0,28060.0,196.34,380301.05
10047 - 28060,10047.0,28060.0,195.44,378004.94
10048 - 28060,10048.0,28060.0,191.21,303803.71
10057 - 28060,10057.0,28060.0,178.0,342313.59
10058 - 28060,10058.0,28060.0,187.53,357318.09
11017 - 28060,11017.0,28060.0,186.46,349977.7
1314 - 28060,1314.0,28060.0,187.9,360044.76
1315 - 28060,1315.0,28060.0,206.27,400357.19
2002 - 28060,2002.0,28060.0,227.62,375349.84
2003 - 28060,2003.0,28060.0,158.75,302617.32
2004 - 28060,2004.0,28060.0,172.79,327417.59
2006 - 28060,2006.0,28060.0,158.34,302075.67
2007 - 28060,2007.0,28060.0,171.03,311163.72
2008 - 28060,2008.0,28060.0,201.17,350404.82
2009 - 28060,2009.0,28060.0,158.38,305384.3
2011 - 28060,2011.0,28060.0,175.08,333949.53
2014 - 28060,2014.0,28060.0,204.32,353671.13
2015 - 28060,2015.0,28060.0,174.51,329635.88
2016 - 28060,2016.0,28060.0,177.48,328071.02
1277 - 28060,1277.0,28060.0,197.96,366770.03
1278 - 28060,1278.0,28060.0,202.0,368934.29
1279 - 28060,1279.0,28060.0,215.96,397487.09
1280 - 28060,1280.0,28060.0,198.78,383687.99
1281 - 28060,1281.0,28060.0,248.59,455021.26
1282 - 28060,1282.0,28060.0,238.42,421480.23
1283 - 28060,1283.0,28060.0,210.26,402063.17
1284 - 28060,1284.0,28060.0,206.13,389849.75
1285 - 28060,1285.0,28060.0,214.66,403626.62
1286 - 28060,1286.0,28060.0,205.74,386992.97
1287 - 28060,1287.0,28060.0,195.89,367514.71
1288 - 28060,1288.0,28060.0,219.56,388138.49
1289 - 28060,1289.0,28060.0,206.8,387666.63
1290 - 28060,1290.0,28060.0,207.27,377586.11
1291 - 28060,1291.0,28060.0,221.36,425042.26
1292 - 28060,1292.0,28060.0,191.99,371577.29
1206 - 28060,1206.0,28060.0,202.0,373064.72
1207 - 28060,1207.0,28060.0,205.77,376809.03
1208 - 28060,1208.0,28060.0,184.7,353275.31
1209 - 28060,1209.0,28060.0,190.58,365785.23
1210 - 28060,1210.0,28060.0,185.99,360749.51
1211 - 28060,1211.0,28060.0,207.55,392944.56
1212 - 28060,1212.0,28060.0,213.26,382432.59
1213 - 28060,1213.0,28060.0,192.91,365421.64
1214 - 28060,1214.0,28060.0,202.52,388072.9
1218 - 28060,1218.0,28060.0,196.7,365918.6
1219 - 28060,1219.0,28060.0,196.34,380963.54
1220 - 28060,1220.0,28060.0,199.63,380402.8
1221 - 28060,1221.0,28060.0,207.56,377927.6
1222 - 28060,1222.0,28060.0,218.67,418716.28
1223 - 28060,1223.0,28060.0,181.96,350225.2
1224 - 28060,1224.0,28060.0,217.49,385577.91
1225 - 28060,1225.0,28060.0,176.57,342589.09
1226 - 28060,1226.0,28060.0,235.58,435804.33
1227 - 28060,1227.0,28060.0,238.58,442881.62
1228 - 28060,1228.0,28060.0,201.89,386646.64
1229 - 28060,1229.0,28060.0,208.87,397741.58
1230 - 28060,1230.0,28060.0,194.05,362564.53
1231 - 28060,1231.0,28060.0,194.07,364963.32
1232 - 28060,1232.0,28060.0,230.37,446380.29
1233 - 28060,1233.0,28060.0,181.76,348727.65
1234 - 28060,1234.0,28060.0,247.31,451200.59
1235 - 28060,1235.0,28060.0,181.32,348166.35
1236 - 28060,1236.0,28060.0,187.4,357856.84
4023 - 28060,4023.0,28060.0,224.51,406827.55
4024 - 28060,4024.0,28060.0,212.7,392364.85
4025 - 28060,4025.0,28060.0,247.57,438735.91
4026 - 28060,4026.0,28060.0,217.23,397104.14
4027 - 28060,4027.0,28060.0,227.34,406332.92
4028 - 28060,4028.0,28060.0,246.1,449828.95
4029 - 28060,4029.0,28060.0,208.08,387762.77
4030 - 28060,4030.0,28060.0,231.37,416727.15
4031 - 28060,4031.0,28060.0,266.79,480267.83
4032 - 28060,4032.0,28060.0,249.88,455101.87
4033 - 28060,4033.0,28060.0,250.12,437546.68
4034 - 28060,4034.0,28060.0,243.84,429369.14
4035 - 28060,4035.0,28060.0,230.99,437411.26
4036 - 28060,4036.0,28060.0,203.88,374951.63
4037 - 28060,4037.0,28060.0,197.13,368162.26
2021 - 28060,2021.0,28060.0,161.6,308472.22
2025 - 28060,2025.0,28060.0,215.97,364070.97
2029 - 28060,2029.0,28060.0,217.97,367553.27
2030 - 28060,2030.0,28060.0,176.08,317641.22
2031 - 28060,2031.0,28060.0,165.75,306536.29
2032 - 28060,2032.0,28060.0,163.59,313404.93
2033 - 28060,2033.0,28060.0,163.7,310950.44
2035 - 28060,2035.0,28060.0,163.1,307017.67
2038 - 28060,2038.0,28060.0,182.22,333186.89
2041 - 28060,2041.0,28060.0,209.55,358809.3
2052 - 28060,2052.0,28060.0,174.87,329115.0
2054 - 28060,2054.0,28060.0,171.5,312362.87
2057 - 28060,2057.0,28060.0,209.55,358116.2
2058 - 28060,2058.0,28060.0,189.28,340451.98
2059 - 28060,2059.0,28060.0,160.79,307740.96
2061 - 28060,2061.0,28060.0,167.16,316780.21
2062 - 28060,2062.0,28060.0,161.27,305965.23
2065 - 28060,2065.0,28060.0,156.14,299846.24
2066 - 28060,2066.0,28060.0,178.68,328450.95
2067 - 28060,2067.0,28060.0,179.79,341013.36
2068 - 28060,2068.0,28060.0,164.34,309080.13
2070 - 28060,2070.0,28060.0,171.66,312698.28
2071 - 28060,2071.0,28060.0,175.38,334452.02
2072 - 28060,2072.0,28060.0,171.38,321057.95
2078 - 28060,2078.0,28060.0,218.05,366090.14
4061 - 28060,4061.0,28060.0,233.94,420407.21
4062 - 28060,4062.0,28060.0,213.1,396186.91
4127 - 28060,4127.0,28060.0,244.84,462066.11
4128 - 28060,4128.0,28060.0,228.71,426376.66
4129 - 28060,4129.0,28060.0,212.3,394299.54
4130 - 28060,4130.0,28060.0,231.82,417437.27
4131 - 28060,4131.0,28060.0,235.12,418539.52
5081 - 28060,5081.0,28060.0,217.34,379606.67
5082 - 28060,5082.0,28060.0,200.33,371454.61
5083 - 28060,5083.0,28060.0,191.81,359447.35
5084 - 28060,5084.0,28060.0,197.18,365852.9
5085 - 28060,5085.0,28060.0,201.66,371171.93
5086 - 28060,5086.0,28060.0,200.16,372158.51
5087 - 28060,5087.0,28060.0,185.19,350387.85
5088 - 28060,5088.0,28060.0,186.08,343736.75
3068 - 28060,3068.0,28060.0,145.93,277833.54
3069 - 28060,3069.0,28060.0,149.85,284934.99
3070 - 28060,3070.0,28060.0,164.01,306925.4
3071 - 28060,3071.0,28060.0,158.0,297405.36
3073 - 28060,3073.0,28060.0,161.97,311234.04
3076 - 28060,3076.0,28060.0,162.4,305254.34
3077 - 28060,3077.0,28060.0,157.97,294940.32
3079 - 28060,3079.0,28060.0,169.57,320433.12
3082 - 28060,3082.0,28060.0,157.96,299075.51
3083 - 28060,3083.0,28060.0,156.43,296226.94
3084 - 28060,3084.0,28060.0,164.33,303430.31
3088 - 28060,3088.0,28060.0,165.34,306715.59
3090 - 28060,3090.0,28060.0,154.17,293527.9
3091 - 28060,3091.0,28060.0,157.81,289117.7
3093 - 28060,3093.0,28060.0,164.41,307777.05
3095 - 28060,3095.0,28060.0,161.04,299749.66
3097 - 28060,3097.0,28060.0,158.35,295214.75
3098 - 28060,3098.0,28060.0,169.8,312750.75
3100 - 28060,3100.0,28060.0,157.38,292959.22
3103 - 28060,3103.0,28060.0,163.42,306215.39
3104 - 28060,3104.0,28060.0,151.67,286900.65
3106 - 28060,3106.0,28060.0,147.49,280204.83
3108 - 28060,3108.0,28060.0,154.21,285270.7
3109 - 28060,3109.0,28060.0,157.01,298965.62
3112 - 28060,3112.0,28060.0,169.03,312804.14
3114 - 28060,3114.0,28060.0,157.36,298927.13
3115 - 28060,3115.0,28060.0,172.49,313490.88
3116 - 28060,3116.0,28060.0,173.55,316664.61
3119 - 28060,3119.0,28060.0,159.4,303527.59
3120 - 28060,3120.0,28060.0,168.42,310740.78
3121 - 28060,3121.0,28060.0,157.8,286960.42
3122 - 28060,3122.0,28060.0,166.29,314672.65
3129 - 28060,3129.0,28060.0,154.36,294139.59
3130 - 28060,3130.0,28060.0,163.33,312356.38
3131 - 28060,3131.0,28060.0,147.08,279507.42
3133 - 28060,3133.0,28060.0,168.63,310658.54
3134 - 28060,3134.0,28060.0,156.47,296167.84
3135 - 28060,3135.0,28060.0,152.6,288662.08
3138 - 28060,3138.0,28060.0,157.1,296719.98
3139 - 28060,3139.0,28060.0,162.22,301023.55
3140 - 28060,3140.0,28060.0,164.44,307644.97
3141 - 28060,3141.0,28060.0,152.41,285510.52
3143 - 28060,3143.0,28060.0,163.22,307620.11
3144 - 28060,3144.0,28060.0,153.17,287953.6
3146 - 28060,3146.0,28060.0,156.54,290963.09
3149 - 28060,3149.0,28060.0,148.48,274070.48
3153 - 28060,3153.0,28060.0,160.82,298082.97
3154 - 28060,3154.0,28060.0,155.11,285416.95
3157 - 28060,3157.0,28060.0,158.76,297735.63
3158 - 28060,3158.0,28060.0,153.57,289298.11
3159 - 28060,3159.0,28060.0,152.01,291376.1
3164 - 28060,3164.0,28060.0,163.99,300263.44
4001 - 28060,4001.0,28060.0,294.84,524173.96
4002 - 28060,4002.0,28060.0,268.3,463090.18
4003 - 28060,4003.0,28060.0,196.78,375216.06
4010 - 28060,4010.0,28060.0,206.24,384644.63
4011 - 28060,4011.0,28060.0,196.38,372573.46
4012 - 28060,4012.0,28060.0,236.03,437217.96
4013 - 28060,4013.0,28060.0,204.61,385261.36
4014 - 28060,4014.0,28060.0,224.99,409976.55
4015 - 28060,4015.0,28060.0,238.82,451585.21
4016 - 28060,4016.0,28060.0,245.7,465514.3
4017 - 28060,4017.0,28060.0,278.43,470603.62
4018 - 28060,4018.0,28060.0,222.45,406007.71
4019 - 28060,4019.0,28060.0,220.7,402818.26
4020 - 28060,4020.0,28060.0,210.53,389501.66
4021 - 28060,4021.0,28060.0,230.01,411551.31
4022 - 28060,4022.0,28060.0,249.21,439517.67
4066 - 28060,4066.0,28060.0,228.64,440649.9
4067 - 28060,4067.0,28060.0,209.59,390221.7
4068 - 28060,4068.0,28060.0,246.66,434752.48
4069 - 28060,4069.0,28060.0,228.97,413082.4
4070 - 28060,4070.0,28060.0,217.59,395133.73
4071 - 28060,4071.0,28060.0,221.86,405465.01
11018 - 28060,11018.0,28060.0,185.47,316355.97
11019 - 28060,11019.0,28060.0,196.1,358091.23
11021 - 28060,11021.0,28060.0,184.43,339320.16
11022 - 28060,11022.0,28060.0,186.48,337748.74
2079 - 28060,2079.0,28060.0,174.85,334173.77
2082 - 28060,2082.0,28060.0,175.76,333487.49
2088 - 28060,2088.0,28060.0,168.97,316151.93
2089 - 28060,2089.0,28060.0,161.01,305531.41
2090 - 28060,2090.0,28060.0,186.9,345077.65
2091 - 28060,2091.0,28060.0,173.16,313636.31
2093 - 28060,2093.0,28060.0,171.77,312970.22
2096 - 28060,2096.0,28060.0,209.76,358386.04
2097 - 28060,2097.0,28060.0,211.88,360358.48
2102 - 28060,2102.0,28060.0,181.96,330838.4
2104 - 28060,2104.0,28060.0,169.69,309699.89
2107 - 28060,2107.0,28060.0,183.13,333052.71
3021 - 28060,3021.0,28060.0,161.57,299820.83
3022 - 28060,3022.0,28060.0,164.86,308645.88
3023 - 28060,3023.0,28060.0,157.03,293423.63
3024 - 28060,3024.0,28060.0,160.09,301891.0
3025 - 28060,3025.0,28060.0,154.13,292831.86
3026 - 28060,3026.0,28060.0,161.0,303074.99
3027 - 28060,3027.0,28060.0,157.66,296032.18
3030 - 28060,3030.0,28060.0,151.83,286236.31
3032 - 28060,3032.0,28060.0,147.32,280126.89
3052 - 28060,3052.0,28060.0,154.78,293451.41
3055 - 28060,3055.0,28060.0,159.44,303510.17
3058 - 28060,3058.0,28060.0,162.66,308080.97
4228 - 28060,4228.0,28060.0,229.8,424048.56
4235 - 28060,4235.0,28060.0,257.45,449620.19
4236 - 28060,4236.0,28060.0,255.49,443528.53
4126 - 28060,4126.0,28060.0,242.08,460763.08
4132 - 28060,4132.0,28060.0,210.05,390033.91
4133 - 28060,4133.0,28060.0,202.83,374070.43
4134 - 28060,4134.0,28060.0,245.5,462114.38
4135 - 28060,4135.0,28060.0,205.28,376317.37
4136 - 28060,4136.0,28060.0,234.05,431782.63
4137 - 28060,4137.0,28060.0,209.99,386099.66
4138 - 28060,4138.0,28060.0,260.9,489597.79
4139 - 28060,4139.0,28060.0,261.58,490214.37
4140 - 28060,4140.0,28060.0,203.78,374732.17
4072 - 28060,4072.0,28060.0,200.15,378918.11
4073 - 28060,4073.0,28060.0,223.19,397591.32
4074 - 28060,4074.0,28060.0,208.87,378392.39
4075 - 28060,4075.0,28060.0,241.1,426809.46
4076 - 28060,4076.0,28060.0,219.26,399788.37
4077 - 28060,4077.0,28060.0,256.31,456639.86
4078 - 28060,4078.0,28060.0,240.95,431749.23
4079 - 28060,4079.0,28060.0,263.15,456705.4
4080 - 28060,4080.0,28060.0,203.71,381004.9
4081 - 28060,4081.0,28060.0,216.74,399343.41
4082 - 28060,4082.0,28060.0,259.42,488933.19
4083 - 28060,4083.0,28060.0,292.09,498305.67
4084 - 28060,4084.0,28060.0,264.5,455409.11
4094 - 28060,4094.0,28060.0,247.81,450839.77
4095 - 28060,4095.0,28060.0,244.57,459869.23
4096 - 28060,4096.0,28060.0,225.28,409848.33
4097 - 28060,4097.0,28060.0,229.8,412119.11
4098 - 28060,4098.0,28060.0,235.81,438572.46
4099 - 28060,4099.0,28060.0,191.14,362944.76
4100 - 28060,4100.0,28060.0,200.42,379380.48
4101 - 28060,4101.0,28060.0,196.58,372059.94
4102 - 28060,4102.0,28060.0,233.77,418453.75
4103 - 28060,4103.0,28060.0,256.93,462152.81
4104 - 28060,4104.0,28060.0,231.2,415780.18
4105 - 28060,4105.0,28060.0,206.2,385119.23
4106 - 28060,4106.0,28060.0,215.03,391185.37
4107 - 28060,4107.0,28060.0,214.48,396797.97
4108 - 28060,4108.0,28060.0,232.63,445895.39
4109 - 28060,4109.0,28060.0,230.08,411954.43
4110 - 28060,4110.0,28060.0,263.53,471699.48
4111 - 28060,4111.0,28060.0,241.71,454159.67
4112 - 28060,4112.0,28060.0,276.98,506252.47
4113 - 28060,4113.0,28060.0,195.34,367967.3
4114 - 28060,4114.0,28060.0,230.13,448019.79
4115 - 28060,4115.0,28060.0,202.61,373491.79
4116 - 28060,4116.0,28060.0,236.36,422326.34
4117 - 28060,4117.0,28060.0,216.0,397856.07
4118 - 28060,4118.0,28060.0,237.31,424151.57
4119 - 28060,4119.0,28060.0,285.31,471959.63
4120 - 28060,4120.0,28060.0,230.34,412860.33
4121 - 28060,4121.0,28060.0,246.41,449889.81
4122 - 28060,4122.0,28060.0,254.24,442356.47
4123 - 28060,4123.0,28060.0,256.53,448909.77
4124 - 28060,4124.0,28060.0,236.85,417998.9
4125 - 28060,4125.0,28060.0,235.73,447577.98
4085 - 28060,4085.0,28060.0,238.79,440904.25
4086 - 28060,4086.0,28060.0,219.72,402161.72
4087 - 28060,4087.0,28060.0,221.67,414806.54
4088 - 28060,4088.0,28060.0,224.41,405224.93
4089 - 28060,4089.0,28060.0,224.25,406375.26
4090 - 28060,4090.0,28060.0,251.06,469214.09
4091 - 28060,4091.0,28060.0,244.61,429519.61
4092 - 28060,4092.0,28060.0,257.9,446426.46
4093 - 28060,4093.0,28060.0,253.96,446035.02
4038 - 28060,4038.0,28060.0,290.22,519876.86
4039 - 28060,4039.0,28060.0,248.23,459532.03
4040 - 28060,4040.0,28060.0,252.42,481203.47
4041 - 28060,4041.0,28060.0,215.81,411267.0
4042 - 28060,4042.0,28060.0,229.97,425979.9
4043 - 28060,4043.0,28060.0,222.41,406319.32
4044 - 28060,4044.0,28060.0,266.52,496028.43
4045 - 28060,4045.0,28060.0,217.56,411934.66
4046 - 28060,4046.0,28060.0,196.83,372134.74
4047 - 28060,4047.0,28060.0,273.21,464873.41
4048 - 28060,4048.0,28060.0,240.53,425456.93
4049 - 28060,4049.0,28060.0,236.14,424235.45
4050 - 28060,4050.0,28060.0,229.15,397176.15
4051 - 28060,4051.0,28060.0,197.55,369309.45
4052 - 28060,4052.0,28060.0,238.0,451336.92
4053 - 28060,4053.0,28060.0,270.16,460665.23
4054 - 28060,4054.0,28060.0,228.53,434585.27
4055 - 28060,4055.0,28060.0,203.59,383284.05
4056 - 28060,4056.0,28060.0,200.35,367519.45
4057 - 28060,4057.0,28060.0,216.62,398079.88
4058 - 28060,4058.0,28060.0,222.68,417900.68
4059 - 28060,4059.0,28060.0,221.59,401097.43
4065 - 28060,4065.0,28060.0,213.08,394911.36
4220 - 28060,4220.0,28060.0,208.85,387242.69
4221 - 28060,4221.0,28060.0,223.12,405380.85
4222 - 28060,4222.0,28060.0,215.86,411748.83
4223 - 28060,4223.0,28060.0,204.73,384581.39
4224 - 28060,4224.0,28060.0,278.55,464942.95
4225 - 28060,4225.0,28060.0,239.16,425361.15
4226 - 28060,4226.0,28060.0,222.32,403182.59
4227 - 28060,4227.0,28060.0,238.73,455851.88
4186 - 28060,4186.0,28060.0,246.23,463632.2
4187 - 28060,4187.0,28060.0,262.09,491349.07
4188 - 28060,4188.0,28060.0,229.13,413322.55
4189 - 28060,4189.0,28060.0,231.86,418174.56
4190 - 28060,4190.0,28060.0,244.68,429726.9
4191 - 28060,4191.0,28060.0,250.99,442139.83
4192 - 28060,4192.0,28060.0,250.86,442142.12
4193 - 28060,4193.0,28060.0,212.82,382166.06
4194 - 28060,4194.0,28060.0,199.0,377684.11
4195 - 28060,4195.0,28060.0,212.06,390973.73
4196 - 28060,4196.0,28060.0,207.56,385106.63
4197 - 28060,4197.0,28060.0,246.19,432764.49
4198 - 28060,4198.0,28060.0,229.76,428157.47
4199 - 28060,4199.0,28060.0,230.62,443185.51
4200 - 28060,4200.0,28060.0,231.94,438166.27
4201 - 28060,4201.0,28060.0,227.16,433335.74
4202 - 28060,4202.0,28060.0,221.45,401776.61
4203 - 28060,4203.0,28060.0,233.74,419153.47
4204 - 28060,4204.0,28060.0,279.94,476847.85
4205 - 28060,4205.0,28060.0,264.52,454300.49
16005 - 28060,16005.0,28060.0,112.65,202763.74
16006 - 28060,16006.0,28060.0,116.36,208209.18
16007 - 28060,16007.0,28060.0,115.73,207207.13
16008 - 28060,16008.0,28060.0,111.85,199655.97
16009 - 28060,16009.0,28060.0,113.36,204629.29
16010 - 28060,16010.0,28060.0,106.87,185173.67
16011 - 28060,16011.0,28060.0,113.08,207578.83
16012 - 28060,16012.0,28060.0,134.73,225776.85
16013 - 28060,16013.0,28060.0,125.09,220181.29
16014 - 28060,16014.0,28060.0,145.01,236934.36
16015 - 28060,16015.0,28060.0,123.79,213961.88
16016 - 28060,16016.0,28060.0,106.5,195641.18
16017 - 28060,16017.0,28060.0,141.16,218622.37
16018 - 28060,16018.0,28060.0,102.8,185733.13
16019 - 28060,16019.0,28060.0,108.87,187288.47
16020 - 28060,16020.0,28060.0,114.32,204270.38
16021 - 28060,16021.0,28060.0,114.82,206652.55
16022 - 28060,16022.0,28060.0,124.59,214531.46
16023 - 28060,16023.0,28060.0,128.44,218345.05
16024 - 28060,16024.0,28060.0,104.02,194768.43
16104 - 28060,16104.0,28060.0,103.25,182747.18
16105 - 28060,16105.0,28060.0,118.36,208577.38
16106 - 28060,16106.0,28060.0,137.24,226391.32
16107 - 28060,16107.0,28060.0,142.01,232493.86
16117 - 28060,16117.0,28060.0,102.68,190010.04
16118 - 28060,16118.0,28060.0,138.01,229157.91
16119 - 28060,16119.0,28060.0,111.27,192838.02
16120 - 28060,16120.0,28060.0,94.66,176363.96
16121 - 28060,16121.0,28060.0,147.24,238604.58
16122 - 28060,16122.0,28060.0,109.47,188184.92
16123 - 28060,16123.0,28060.0,105.53,196018.84
16124 - 28060,16124.0,28060.0,121.89,211839.07
16125 - 28060,16125.0,28060.0,140.49,230719.04
16126 - 28060,16126.0,28060.0,108.41,200997.34
16127 - 28060,16127.0,28060.0,131.54,220129.98
16128 - 28060,16128.0,28060.0,117.73,194190.62
16129 - 28060,16129.0,28060.0,113.45,202452.83
16130 - 28060,16130.0,28060.0,108.92,190380.08
16131 - 28060,16131.0,28060.0,113.06,209593.68
16132 - 28060,16132.0,28060.0,112.58,203662.4
16133 - 28060,16133.0,28060.0,106.54,188426.87
16134 - 28060,16134.0,28060.0,149.21,241666.56
16135 - 28060,16135.0,28060.0,127.76,222455.33
16136 - 28060,16136.0,28060.0,144.71,233477.27
16137 - 28060,16137.0,28060.0,117.8,198972.79
16139 - 28060,16139.0,28060.0,102.43,184604.14
